"count","ptCnt","Grupo","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff",,"X","X.1","Compatibilidad",,,
2279,0,"Grupo B",429,3,39,1,1,0,1,380,2437,1390,34,"You sang Jenni a song","04/06/2017","listening and comprehension","n","n","y","1047",,"","",1,,,
2282,0,"Grupo B",429,3,42,0,1,0,1,561,2410,1511,28,"You handed Courtney the notebook","04/06/2017","listening and comprehension","n","n","y","899",,"","",0,,,
2285,0,"Grupo B",429,3,45,0,0,0,1,272,1958,1347,9,"Mike rolled you the marble","04/06/2017","listening and comprehension","n","n","y","611",,"","",1,,,
2289,0,"Grupo B",429,3,49,0,1,0,1,246,3489,1485,22,"You awarded a medal to Helen","04/06/2017","listening and comprehension","n","n","y","2004",,"","",0,,,
2291,0,"Grupo B",429,3,51,1,1,0,1,244,1893,1635,35,"You gave Jesse another chance","04/06/2017","listening and comprehension","n","n","y","258",,"","",1,,,
2292,0,"Grupo B",429,3,52,0,0,0,1,335,2113,1460,3,"Mark dealt the cards to you","04/06/2017","listening and comprehension","n","n","y","653",,"","",1,,,
2293,0,"Grupo B",429,3,53,0,0,0,1,428,1905,1473,10,"Your dad poured you some water","04/06/2017","listening and comprehension","n","n","y","432",,"","",1,,,
2295,0,"Grupo B",429,3,55,1,0,0,1,255,2924,1002,11,"Heather slipped you a note","04/06/2017","listening and comprehension","n","n","y","1922",,"","",0,,,
2296,0,"Grupo B",429,3,56,1,0,0,1,292,2795,1724,17,"You received the complaint from Ian","04/06/2017","listening and comprehension","n","n","y","1071",,"","",0,,,
2298,0,"Grupo B",429,3,58,1,0,0,1,347,2024,1371,20,"Your family sent you regards","04/06/2017","listening and comprehension","n","n","y","653",,"","",0,,,
2301,0,"Grupo B",429,3,61,1,0,0,1,316,3009,1647,16,"Dan confessed his secret to you","04/06/2017","listening and comprehension","n","n","y","1362",,"","",0,,,
2303,0,"Grupo B",429,3,63,1,1,0,1,348,1490,1126,39,"You taught him a lesson","04/06/2017","listening and comprehension","n","n","y","364",,"","",1,,,
2309,0,"Grupo B",429,3,69,1,0,0,1,311,2297,1304,18,"Amanda paid you tribute","04/06/2017","listening and comprehension","n","n","y","993",,"","",0,,,
2310,0,"Grupo B",429,3,70,0,0,0,1,379,2148,1623,8,"Shawn shot you the rubber band","04/06/2017","listening and comprehension","n","n","y","525",,"","",1,,,
2311,0,"Grupo B",429,3,71,0,0,0,1,426,2297,1579,5,"Katie handed the puppy to you","04/06/2017","listening and comprehension","n","n","y","718",,"","",1,,,
2312,0,"Grupo B",429,3,72,1,0,0,1,438,1808,1501,12,"Mike sold the land to you","04/06/2017","listening and comprehension","n","n","y","307",,"","",0,,,
2316,0,"Grupo B",429,3,76,1,1,0,1,371,2635,1639,33,"You dedicated the song to John","04/06/2017","listening and comprehension","n","n","y","996",,"","",1,,,
2319,0,"Grupo B",429,3,79,0,0,0,1,372,2342,1684,2,"Vincent donated money to you","04/06/2017","listening and comprehension","n","n","y","658",,"","",1,,,
2320,0,"Grupo B",429,3,80,1,0,0,1,351,1929,1277,19,"Liz told you the story","04/06/2017","listening and comprehension","n","n","y","652",,"","",0,,,
2328,0,"Grupo A",430,2,8,0,0,0,1,169,2543,1733,16,"Steve lavished you with praise","04/10/2017","designating whether the audio was correct or not","n","y","n","810",,"","",1,,,
2330,0,"Grupo A",430,2,10,0,0,0,1,195,1897,1508,17,"Chris offered you some writing tips","04/10/2017","designating whether the audio was correct or not","n","y","n","389",,"","",1,,,
2332,0,"Grupo A",430,2,12,0,0,0,1,173,1727,1022,19,"He taught you a lesson","04/10/2017","designating whether the audio was correct or not","n","y","n","705",,"","",1,,,
2333,0,"Grupo A",430,2,13,1,1,0,1,186,2106,1645,27,"You kicked Joe the soccer ball","04/10/2017","designating whether the audio was correct or not","n","y","n","461",,"","",1,,,
2334,0,"Grupo A",430,2,14,1,0,0,1,211,2974,1875,5,"Kelly dispensed the rations to you","04/10/2017","designating whether the audio was correct or not","n","y","n","1099",,"","",0,,,
2339,0,"Grupo A",430,2,19,0,0,0,1,226,2204,1746,12,"Tiana devoted her time to you","04/10/2017","designating whether the audio was correct or not","n","y","n","458",,"","",1,,,
2340,0,"Grupo A",430,2,20,0,0,0,1,224,2063,1696,13,"John dedicated the song to you","04/10/2017","designating whether the audio was correct or not","n","y","n","367",,"","",1,,,
2344,0,"Grupo A",430,2,24,1,0,0,1,200,2396,1926,7,"Sally slid you the cafeteria tray","04/10/2017","designating whether the audio was correct or not","n","y","n","470",,"","",0,,,
2345,0,"Grupo A",430,2,25,1,1,0,1,186,1985,1186,26,"You threw Diane the pen","04/10/2017","designating whether the audio was correct or not","n","y","n","799",,"","",1,,,
2348,0,"Grupo A",430,2,28,0,1,0,1,215,2343,1407,40,"You sent your family regards","04/10/2017","designating whether the audio was correct or not","n","y","n","936",,"","",0,,,
2349,0,"Grupo A",430,2,29,1,0,0,1,181,1648,1322,9,"Paul hit you the baseball","04/10/2017","designating whether the audio was correct or not","n","y","n","326",,"","",0,,,
2351,0,"Grupo A",430,2,31,1,1,0,1,183,1997,1427,30,"You poured your dad some water","04/10/2017","designating whether the audio was correct or not","n","y","n","570",,"","",1,,,
2352,0,"Grupo A",430,2,32,1,0,0,1,191,1736,1396,6,"Christine bought you ice cream","04/10/2017","designating whether the audio was correct or not","n","y","n","340",,"","",0,,,
2354,0,"Grupo A",430,2,34,0,1,0,1,232,2524,2065,34,"You radioed the message to the policeman","04/10/2017","designating whether the audio was correct or not","n","y","n","459",,"","",0,,,
2355,0,"Grupo A",430,2,35,1,1,0,1,146,1884,1567,25,"You handed the puppy to Katie","04/10/2017","designating whether the audio was correct or not","n","y","n","317",,"","",1,,,
2356,0,"Grupo A",430,2,36,0,1,0,1,181,3402,1600,36,"You confessed your secret to Dan","04/10/2017","designating whether the audio was correct or not","n","y","n","1802",,"","",0,,,
2361,0,"Grupo A",430,2,41,1,0,0,1,145,1946,1534,2,"Helen awarded a medal to you","04/10/2017","designating whether the audio was correct or not","n","y","n","412",,"","",0,,,
2362,0,"Grupo A",430,2,42,1,0,0,1,169,1934,1704,10,"Adam conveyed the message to you","04/10/2017","designating whether the audio was correct or not","n","y","n","230",,"","",0,,,
2364,0,"Grupo A",430,2,44,1,1,0,1,179,2020,1637,22,"You donated money to Vincent","04/10/2017","designating whether the audio was correct or not","n","y","n","383",,"","",1,,,
2365,0,"Grupo A",430,2,45,0,1,0,1,196,1898,1270,38,"You paid Amanda tribute","04/10/2017","designating whether the audio was correct or not","n","y","n","628",,"","",0,,,
2366,0,"Grupo A",430,2,46,0,1,0,1,232,2230,1724,37,"Ian received the complaint from you","04/10/2017","designating whether the audio was correct or not","n","y","n","506",,"","",0,,,
2370,0,"Grupo A",430,2,50,0,0,0,1,197,1918,1698,15,"Jesse gave you another chance","04/10/2017","designating whether the audio was correct or not","n","y","n","220",,"","",1,,,
2375,0,"Grupo A",430,2,55,0,0,0,1,203,2008,1369,14,"Jenni sang you a song","04/10/2017","designating whether the audio was correct or not","n","y","n","639",,"","",1,,,
2376,0,"Grupo A",430,2,56,0,1,0,1,218,2090,1310,39,"You told Liz the story","04/10/2017","designating whether the audio was correct or not","n","y","n","780",,"","",0,,,
2377,0,"Grupo A",430,2,57,1,0,0,1,162,1703,1503,1,"Andy delivered the pizza to you","04/10/2017","designating whether the audio was correct or not","n","y","n","200",,"","",0,,,
2380,0,"Grupo A",430,2,60,1,1,0,1,167,2023,1634,24,"You entrusted the key to Jeff","04/10/2017","designating whether the audio was correct or not","n","y","n","389",,"","",1,,,
2384,0,"Grupo A",430,2,64,0,0,0,1,166,2088,1390,18,"Your sister blew you a kiss","04/10/2017","designating whether the audio was correct or not","n","y","n","698",,"","",1,,,
2386,0,"Grupo A",430,2,66,0,1,0,1,144,1972,1856,33,"You transmitted the orders to Sara","04/10/2017","designating whether the audio was correct or not","n","y","n","116",,"","",0,,,
2388,0,"Grupo A",430,2,68,0,1,0,1,146,2365,2034,35,"You transferred responsibility to Anna","04/10/2017","designating whether the audio was correct or not","n","y","n","331",,"","",0,,,
2390,0,"Grupo A",430,2,70,1,0,0,1,143,1873,1559,8,"Courtney handed you the notebook","04/10/2017","designating whether the audio was correct or not","n","y","n","314",,"","",0,,,
2395,0,"Grupo A",430,2,75,1,0,0,1,147,2152,1489,3,"Jack kicked the football to you","04/10/2017","designating whether the audio was correct or not","n","y","n","663",,"","",0,,,
2397,0,"Grupo A",430,2,77,0,1,0,1,175,1834,1371,32,"You sold the land to Mike","04/10/2017","designating whether the audio was correct or not","n","y","n","463",,"","",0,,,
2401,1,"Grupo A",431,2,1,1,1,0,1,252,3110,1634,24,"You entrusted the key to Jeff","05/08/2017","manejo de idioma y concentraci on","n","y","n","1476",,"","",1,,,
2404,0,"Grupo A",431,2,4,1,0,0,1,222,1779,1503,1,"Andy delivered the pizza to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","276",,"","",0,,,
2405,0,"Grupo A",431,2,5,0,0,0,1,337,1889,1472,20,"Andy pitched you the idea","05/08/2017","manejo de idioma y concentraci on","n","y","n","417",,"","",1,,,
2407,0,"Grupo A",431,2,7,0,1,0,1,267,1660,1310,39,"You told Liz the story","05/08/2017","manejo de idioma y concentraci on","n","y","n","350",,"","",0,,,
2410,0,"Grupo A",431,2,10,1,1,0,1,262,2334,1645,27,"You kicked Joe the soccer ball","05/08/2017","manejo de idioma y concentraci on","n","y","n","689",,"","",1,,,
2411,0,"Grupo A",431,2,11,0,1,0,1,304,3480,2065,34,"You radioed the message to the policeman","05/08/2017","manejo de idioma y concentraci on","n","y","n","1415",,"","",0,,,
2413,0,"Grupo A",431,2,13,1,0,0,1,281,2054,1704,10,"Adam conveyed the message to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","350",,"","",0,,,
2415,0,"Grupo A",431,2,15,1,0,0,1,218,1848,1559,8,"Courtney handed you the notebook","05/08/2017","manejo de idioma y concentraci on","n","y","n","289",,"","",0,,,
2418,0,"Grupo A",431,2,18,1,0,0,1,339,1963,1489,3,"Jack kicked the football to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","474",,"","",0,,,
2419,0,"Grupo A",431,2,19,1,1,0,1,319,2110,1422,23,"You dealt the cards to Mark","05/08/2017","manejo de idioma y concentraci on","n","y","n","688",,"","",1,,,
2421,0,"Grupo A",431,2,21,0,0,0,1,281,1973,1696,13,"John dedicated the song to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","277",,"","",1,,,
2426,0,"Grupo A",431,2,26,1,0,0,1,308,1742,1433,4,"Amber drove the car to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","309",,"","",0,,,
2429,0,"Grupo A",431,2,29,0,1,0,1,285,1749,1407,40,"You sent your family regards","05/08/2017","manejo de idioma y concentraci on","n","y","n","342",,"","",0,,,
2431,0,"Grupo A",431,2,31,1,0,0,1,246,2374,1322,9,"Paul hit you the baseball","05/08/2017","manejo de idioma y concentraci on","n","y","n","1052",,"","",0,,,
2439,0,"Grupo A",431,2,39,0,0,0,1,366,1699,1369,14,"Jenni sang you a song","05/08/2017","manejo de idioma y concentraci on","n","y","n","330",,"","",1,,,
2441,0,"Grupo A",431,2,41,0,0,0,1,376,2137,1390,18,"Your sister blew you a kiss","05/08/2017","manejo de idioma y concentraci on","n","y","n","747",,"","",1,,,
2444,0,"Grupo A",431,2,44,1,1,0,1,265,2150,1567,25,"You handed the puppy to Katie","05/08/2017","manejo de idioma y concentraci on","n","y","n","583",,"","",1,,,
2447,0,"Grupo A",431,2,47,1,1,0,1,273,2072,1427,30,"You poured your dad some water","05/08/2017","manejo de idioma y concentraci on","n","y","n","645",,"","",1,,,
2451,0,"Grupo A",431,2,51,0,0,0,1,203,3098,1733,16,"Steve lavished you with praise","05/08/2017","manejo de idioma y concentraci on","n","y","n","1365",,"","",1,,,
2454,0,"Grupo A",431,2,54,0,1,0,1,368,1836,1371,32,"You sold the land to Mike","05/08/2017","manejo de idioma y concentraci on","n","y","n","465",,"","",0,,,
2455,0,"Grupo A",431,2,55,1,0,0,1,305,1752,1396,6,"Christine bought you ice cream","05/08/2017","manejo de idioma y concentraci on","n","y","n","356",,"","",0,,,
2456,0,"Grupo A",431,2,56,0,0,0,1,323,2006,1508,17,"Chris offered you some writing tips","05/08/2017","manejo de idioma y concentraci on","n","y","n","498",,"","",1,,,
2457,0,"Grupo A",431,2,57,0,1,0,1,378,2249,1856,33,"You transmitted the orders to Sara","05/08/2017","manejo de idioma y concentraci on","n","y","n","393",,"","",0,,,
2459,0,"Grupo A",431,2,59,1,1,0,1,292,1633,1186,26,"You threw Diane the pen","05/08/2017","manejo de idioma y concentraci on","n","y","n","447",,"","",1,,,
2460,0,"Grupo A",431,2,60,0,1,0,1,298,2360,1724,37,"Ian received the complaint from you","05/08/2017","manejo de idioma y concentraci on","n","y","n","636",,"","",0,,,
2468,0,"Grupo A",431,2,68,0,1,0,1,340,2208,2034,35,"You transferred responsibility to Anna","05/08/2017","manejo de idioma y concentraci on","n","y","n","174",,"","",0,,,
2472,0,"Grupo A",431,2,72,1,1,0,1,298,2994,1936,21,"You forked over the cash to Alex","05/08/2017","manejo de idioma y concentraci on","n","y","n","1058",,"","",1,,,
2473,0,"Grupo A",431,2,73,0,0,0,1,376,2119,1746,12,"Tiana devoted her time to you","05/08/2017","manejo de idioma y concentraci on","n","y","n","373",,"","",1,,,
2474,0,"Grupo A",431,2,74,0,1,0,1,409,1928,1600,36,"You confessed your secret to Dan","05/08/2017","manejo de idioma y concentraci on","n","y","n","328",,"","",0,,,
2476,0,"Grupo A",431,2,76,0,0,0,1,396,1384,1022,19,"He taught you a lesson","05/08/2017","manejo de idioma y concentraci on","n","y","n","362",,"","",1,,,
2477,0,"Grupo A",431,2,77,0,1,0,1,411,1759,1270,38,"You paid Amanda tribute","05/08/2017","manejo de idioma y concentraci on","n","y","n","489",,"","",0,,,
2479,0,"Grupo A",431,2,79,1,1,0,1,415,1832,1637,22,"You donated money to Vincent","05/08/2017","manejo de idioma y concentraci on","n","y","n","195",,"","",1,,,
2480,0,"Grupo A",431,2,80,0,0,0,1,437,1837,1698,15,"Jesse gave you another chance","05/08/2017","manejo de idioma y concentraci on","n","y","n","139",,"","",1,,,
2481,1,"Grupo A",432,1,1,0,0,0,1,215,1762,1396,6,"Christine bought you ice cream","06/12/2017","comprehension","y","y","y","366",,"","",1,,,
2485,0,"Grupo A",432,1,5,1,0,0,1,183,1706,1508,17,"Chris offered you some writing tips","06/12/2017","comprehension","y","y","y","198",,"","",0,,,
2487,0,"Grupo A",432,1,7,1,1,0,1,194,2147,1856,33,"You transmitted the orders to Sara","06/12/2017","comprehension","y","y","y","291",,"","",1,,,
2493,0,"Grupo A",432,1,13,0,0,0,1,276,1572,1322,9,"Paul hit you the baseball","06/12/2017","comprehension","y","y","y","250",,"","",1,,,
2494,0,"Grupo A",432,1,14,0,0,0,1,340,1701,1433,4,"Amber drove the car to you","06/12/2017","comprehension","y","y","y","268",,"","",1,,,
2495,0,"Grupo A",432,1,15,1,1,0,1,218,1716,1270,38,"You paid Amanda tribute","06/12/2017","comprehension","y","y","y","446",,"","",1,,,
2498,0,"Grupo A",432,1,18,1,0,0,1,266,1755,1698,15,"Jesse gave you another chance","06/12/2017","comprehension","y","y","y","57",,"","",0,,,
2500,0,"Grupo A",432,1,20,0,0,0,1,550,1983,1704,10,"Adam conveyed the message to you","06/12/2017","comprehension","y","y","y","279",,"","",1,,,
2507,0,"Grupo A",432,1,27,0,1,0,1,322,1764,1620,28,"You shot Shawn the rubber band","06/12/2017","comprehension","y","y","y","144",,"","",0,,,
2508,0,"Grupo A",432,1,28,1,1,0,1,230,1979,1724,37,"Ian received the complaint from you","06/12/2017","comprehension","y","y","y","255",,"","",1,,,
2509,0,"Grupo A",432,1,29,0,0,0,1,197,1742,1534,2,"Helen awarded a medal to you","06/12/2017","comprehension","y","y","y","208",,"","",1,,,
2510,0,"Grupo A",432,1,30,1,1,0,1,276,1797,1407,40,"You sent your family regards","06/12/2017","comprehension","y","y","y","390",,"","",1,,,
2512,0,"Grupo A",432,1,32,1,0,0,1,265,2193,1805,11,"Art bestowed the honor upon you","06/12/2017","comprehension","y","y","y","388",,"","",0,,,
2518,0,"Grupo A",432,1,38,1,1,0,1,235,1930,1600,36,"You confessed your secret to Dan","06/12/2017","comprehension","y","y","y","330",,"","",1,,,
2519,0,"Grupo A",432,1,39,0,0,0,1,259,2200,1875,5,"Kelly dispensed the rations to you","06/12/2017","comprehension","y","y","y","325",,"","",1,,,
2521,0,"Grupo A",432,1,41,0,0,0,1,213,2295,1926,7,"Sally slid you the cafeteria tray","06/12/2017","comprehension","y","y","y","369",,"","",1,,,
2525,0,"Grupo A",432,1,45,0,0,0,1,287,1825,1559,8,"Courtney handed you the notebook","06/12/2017","comprehension","y","y","y","266",,"","",1,,,
2528,0,"Grupo A",432,1,48,1,1,0,1,269,1685,1371,32,"You sold the land to Mike","06/12/2017","comprehension","y","y","y","314",,"","",1,,,
2531,0,"Grupo A",432,1,51,1,0,0,1,232,1820,1472,20,"Andy pitched you the idea","06/12/2017","comprehension","y","y","y","348",,"","",0,,,
2532,0,"Grupo A",432,1,52,0,0,0,1,154,1854,1503,1,"Andy delivered the pizza to you","06/12/2017","comprehension","y","y","y","351",,"","",1,,,
2535,0,"Grupo A",432,1,55,1,0,0,1,274,1803,1369,14,"Jenni sang you a song","06/12/2017","comprehension","y","y","y","434",,"","",0,,,
2540,0,"Grupo A",432,1,60,1,1,0,1,234,1618,1310,39,"You told Liz the story","06/12/2017","comprehension","y","y","y","308",,"","",1,,,
2541,0,"Grupo A",432,1,61,1,0,0,1,214,1699,1390,18,"Your sister blew you a kiss","06/12/2017","comprehension","y","y","y","309",,"","",0,,,
2547,0,"Grupo A",432,1,67,0,1,0,1,308,1923,1567,25,"You handed the puppy to Katie","06/12/2017","comprehension","y","y","y","356",,"","",0,,,
2548,0,"Grupo A",432,1,68,1,1,0,1,252,2479,2034,35,"You transferred responsibility to Anna","06/12/2017","comprehension","y","y","y","445",,"","",1,,,
2552,0,"Grupo A",432,1,72,1,1,0,1,269,2460,2065,34,"You radioed the message to the policeman","06/12/2017","comprehension","y","y","y","395",,"","",1,,,
2555,0,"Grupo A",432,1,75,0,1,0,1,249,1731,1364,29,"You rolled Mike the marble","06/12/2017","comprehension","y","y","y","367",,"","",0,,,
2556,0,"Grupo A",432,1,76,1,0,0,1,270,1992,1746,12,"Tiana devoted her time to you","06/12/2017","comprehension","y","y","y","246",,"","",0,,,
2557,0,"Grupo A",432,1,77,0,1,0,1,279,1802,1422,23,"You dealt the cards to Mark","06/12/2017","comprehension","y","y","y","380",,"","",0,,,
2558,0,"Grupo A",432,1,78,1,0,0,1,282,2107,1696,13,"John dedicated the song to you","06/12/2017","comprehension","y","y","y","411",,"","",0,,,
2559,0,"Grupo A",432,1,79,0,1,0,1,304,1918,1427,30,"You poured your dad some water","06/12/2017","comprehension","y","y","y","491",,"","",0,,,
2560,0,"Grupo A",432,1,80,1,0,0,1,366,1444,1022,19,"He taught you a lesson","06/12/2017","comprehension","y","y","y","422",,"","",0,,,
2562,0,"Grupo A",433,3,2,0,0,0,1,145,2087,1684,2,"Vincent donated money to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","403",,"","",1,,,
2564,0,"Grupo A",433,3,4,1,0,0,1,191,1652,1501,12,"Mike sold the land to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","151",,"","",0,,,
2565,0,"Grupo A",433,3,5,0,1,0,1,94,1946,1511,28,"You handed Courtney the notebook","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","435",,"","",0,,,
2567,0,"Grupo A",433,3,7,0,0,0,1,16,1915,1579,5,"Katie handed the puppy to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","336",,"","",1,,,
2568,0,"Grupo A",433,3,8,1,1,0,1,254,2042,1579,37,"You offered Chris some writing tips","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","463",,"","",1,,,
2570,0,"Grupo A",433,3,10,1,1,0,1,217,2491,1796,36,"You lavished Steve with praise","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","695",,"","",1,,,
2571,0,"Grupo A",433,3,11,0,0,0,1,177,2195,1646,1,"Alex forked over the cash to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","549",,"","",1,,,
2574,0,"Grupo A",433,3,14,0,1,0,1,134,2287,1744,30,"You conveyed the message to Adam","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","543",,"","",0,,,
2575,0,"Grupo A",433,3,15,0,1,0,1,47,4597,1321,24,"You drove the car to Amber","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","3276",,"","",0,,,
2576,0,"Grupo A",433,3,16,0,1,0,1,132,2717,1746,25,"You dispensed the rations to Kelly","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","971",,"","",0,,,
2578,0,"Grupo A",433,3,18,1,0,0,1,246,1907,1371,20,"Your family sent you regards","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","536",,"","",0,,,
2579,0,"Grupo A",433,3,19,0,1,0,1,169,3358,1293,29,"You hit Paul the baseball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","2065",,"","",0,,,
2581,0,"Grupo A",433,3,21,1,1,0,1,192,1354,1126,39,"You taught him a lesson","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","228",,"","",1,,,
2583,0,"Grupo A",433,3,23,1,1,0,1,231,2008,1639,33,"You dedicated the song to John","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","369",,"","",1,,,
2584,0,"Grupo A",433,3,24,1,1,0,1,208,1770,1390,34,"You sang Jenni a song","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","380",,"","",1,,,
2585,0,"Grupo A",433,3,25,1,0,0,1,149,4160,2184,14,"The policeman radioed the message to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","1976",,"","",0,,,
2587,0,"Grupo A",433,3,27,1,1,0,1,200,1924,1635,35,"You gave Jesse another chance","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","289",,"","",1,,,
2588,0,"Grupo A",433,3,28,1,1,0,1,243,1843,1647,32,"You devoted your time to Tiana","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","196",,"","",1,,,
2598,0,"Grupo A",433,3,38,0,1,0,1,203,2415,1439,26,"You bought Christine ice cream","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","976",,"","",0,,,
2601,0,"Grupo A",433,3,41,0,1,0,1,300,1629,1485,22,"You awarded a medal to Helen","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","144",,"","",0,,,
2603,0,"Grupo A",433,3,43,0,0,0,1,371,1647,1523,7,"Joe kicked you the soccer ball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","124",,"","",1,,,
2604,0,"Grupo A",433,3,44,1,0,0,1,296,2010,1724,17,"You received the complaint from Ian","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","286",,"","",0,,,
2607,0,"Grupo A",433,3,47,1,0,0,1,266,1580,1304,18,"Amanda paid you tribute","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","276",,"","",0,,,
2611,0,"Grupo A",433,3,51,0,1,0,1,196,2398,1483,23,"You kicked the football to Jack","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","915",,"","",0,,,
2613,0,"Grupo A",433,3,53,0,0,0,1,284,2135,1623,8,"Shawn shot you the rubber band","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","512",,"","",1,,,
2616,0,"Grupo A",433,3,56,1,0,0,1,220,2274,1874,13,"Sara transmitted the orders to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","400",,"","",0,,,
2618,0,"Grupo A",433,3,58,0,0,0,1,312,2479,1693,4,"Jeff entrusted the key to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","786",,"","",1,,,
2621,0,"Grupo A",433,3,61,0,0,0,1,254,1607,1347,9,"Mike rolled you the marble","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","260",,"","",1,,,
2622,0,"Grupo A",433,3,62,1,0,0,1,209,1316,1002,11,"Heather slipped you a note","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","314",,"","",0,,,
2625,0,"Grupo A",433,3,65,0,0,0,1,312,1731,1473,10,"Your dad poured you some water","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","258",,"","",1,,,
2626,0,"Grupo A",433,3,66,0,0,0,1,292,1509,1460,3,"Mark dealt the cards to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","49",,"","",1,,,
2629,0,"Grupo A",433,3,69,1,1,0,1,258,1955,1507,40,"You pitched Andy the idea","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","448",,"","",1,,,
2630,0,"Grupo A",433,3,70,1,0,0,1,230,1970,1647,16,"Dan confessed his secret to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","323",,"","",0,,,
